rank,url,path,clicks,impressions,ctr,position,business_value,score,action
175,https://shaffercon.com/industry-insights/latest-innovations-in-ev-charging-how-shaffer-construction-is-leading-the-way-in-los-angeles/,/industry-insights/latest-innovations-in-ev-charging-how-shaffer-construction-is-leading-the-way-in-los-angeles/,0,12,0.0,5.58,5,8.355,"Rewrite title, meta, intro, CTA, and internal links"
176,https://shaffercon.com/service-areas/beverly-hills/residential-complete-electrical-rewiring,/service-areas/beverly-hills/residential-complete-electrical-rewiring/,0,12,0.0,4.17,5,8.355,"Rewrite title, meta, intro, CTA, and internal links"
177,https://shaffercon.com/service-areas/los-feliz/commercial-landscape-outdoor-lighting/,/service-areas/los-feliz/commercial-landscape-outdoor-lighting/,0,12,0.0,8.92,5,8.355,"Rewrite title, meta, intro, CTA, and internal links"
178,https://shaffercon.com/service-areas/pasadena/residential-electrical-panel-upgrades,/service-areas/pasadena/residential-electrical-panel-upgrades/,0,12,0.0,8.0,5,8.355,"Rewrite title, meta, intro, CTA, and internal links"
179,https://shaffercon.com/service-areas/silver-lake/commercial-pool-hot-tub-spa-electrical/,/service-areas/silver-lake/commercial-pool-hot-tub-spa-electrical/,0,12,0.0,4.17,5,8.355,"Rewrite title, meta, intro, CTA, and internal links"
180,https://shaffercon.com/industry-insights/how-california-and-nationwide-funding-changes-make-now-the-time-to-install-ev-chargers-a-practical-guide-for-los-angeles-property-owners/,/industry-insights/how-california-and-nationwide-funding-changes-make-now-the-time-to-install-ev-chargers-a-practical-guide-for-los-angeles-property-owners/,0,19,0.0,17.47,5,8.294,"Rewrite title, meta, intro, CTA, and internal links"
181,https://shaffercon.com/service-areas/torrance/commercial-ceiling-fan-fixture-installation/,/service-areas/torrance/commercial-ceiling-fan-fixture-installation/,0,19,0.0,17.95,5,8.294,"Rewrite title, meta, intro, CTA, and internal links"
182,https://shaffercon.com/service-areas/venice/residential-landscape-outdoor-lighting,/service-areas/venice/residential-landscape-outdoor-lighting/,0,39,0.0,14.21,4,8.171,Monitor or improve after higher value pages
183,https://shaffercon.com/industry-insights/building-a-sustainable-future-the-importance-of-expanding-ev-charging-infrastructure-in-los-angeles/,/industry-insights/building-a-sustainable-future-the-importance-of-expanding-ev-charging-infrastructure-in-los-angeles/,0,18,0.0,13.72,5,8.152,"Rewrite title, meta, intro, CTA, and internal links"
184,https://shaffercon.com/industry-insights/the-vital-role-of-ev-charging-infrastructure-in-accelerating-electric-vehicle-adoption/,/industry-insights/the-vital-role-of-ev-charging-infrastructure-in-accelerating-electric-vehicle-adoption/,0,18,0.0,14.06,5,8.152,"Rewrite title, meta, intro, CTA, and internal links"
185,https://shaffercon.com/service-areas/glendale/commercial-outlet-switch-dimmer-services/,/service-areas/glendale/commercial-outlet-switch-dimmer-services/,0,18,0.0,18.22,5,8.152,"Rewrite title, meta, intro, CTA, and internal links"
186,https://shaffercon.com/service-areas/santa-clarita/commercial-pool-hot-tub-spa-electrical,/service-areas/santa-clarita/commercial-pool-hot-tub-spa-electrical/,0,18,0.0,10.89,5,8.152,"Rewrite title, meta, intro, CTA, and internal links"
187,https://shaffercon.com/industry-insights/the-future-of-ev-charger-installation-transforming-transportation-in-los-angeles,/industry-insights/the-future-of-ev-charger-installation-transforming-transportation-in-los-angeles/,0,11,0.0,9.09,5,8.094,"Rewrite title, meta, intro, CTA, and internal links"
188,https://shaffercon.com/industry-insights/why-permitting-policy-and-smart-design-matter-for-faster-ev-charger-deployment-in-los-angeles/,/industry-insights/why-permitting-policy-and-smart-design-matter-for-faster-ev-charger-deployment-in-los-angeles/,0,11,0.0,8.09,5,8.094,"Rewrite title, meta, intro, CTA, and internal links"
189,https://shaffercon.com/service-areas/burbank/commercial-smart-automation-systems/,/service-areas/burbank/commercial-smart-automation-systems/,0,11,0.0,4.18,5,8.094,"Rewrite title, meta, intro, CTA, and internal links"
190,https://shaffercon.com/service-areas/santa-clarita/residential-ev-charger-installation,/service-areas/santa-clarita/residential-ev-charger-installation/,0,11,0.0,5.09,5,8.094,"Rewrite title, meta, intro, CTA, and internal links"
191,https://shaffercon.com/service-areas/sherman-oaks/commercial-backup-generator-installation/,/service-areas/sherman-oaks/commercial-backup-generator-installation/,0,11,0.0,8.45,5,8.094,"Rewrite title, meta, intro, CTA, and internal links"
192,https://shaffercon.com/service-areas/torrance/commercial-backup-generator-installation/,/service-areas/torrance/commercial-backup-generator-installation/,0,11,0.0,7.09,5,8.094,"Rewrite title, meta, intro, CTA, and internal links"
193,https://shaffercon.com/service-areas/burbank/residential-electrical-safety-inspections/,/service-areas/burbank/residential-electrical-safety-inspections/,0,37,0.0,11.38,4,8.057,Improve snippet and add stronger hiring intent
194,https://shaffercon.com/industry-insights/the-future-of-electric-vehicles-why-investing-in-ev-charger-infrastructure-is-essential/,/industry-insights/the-future-of-electric-vehicles-why-investing-in-ev-charger-infrastructure-is-essential/,0,17,0.0,15.94,5,8.002,"Rewrite title, meta, intro, CTA, and internal links"
195,https://shaffercon.com/service-areas/hollywood/residential-security-motion-lighting/,/service-areas/hollywood/residential-security-motion-lighting/,0,20,0.0,7.7,4,7.933,Improve snippet and add stronger hiring intent
196,https://shaffercon.com/service-areas/sherman-oaks/residential-security-motion-lighting/,/service-areas/sherman-oaks/residential-security-motion-lighting/,0,20,0.0,7.95,4,7.933,Improve snippet and add stronger hiring intent
197,https://shaffercon.com/service-areas/burbank/commercial-ev-charger-installation,/service-areas/burbank/commercial-ev-charger-installation/,0,16,0.0,13.94,5,7.844,"Rewrite title, meta, intro, CTA, and internal links"
198,https://shaffercon.com/service-areas/echo-park/commercial-landscape-outdoor-lighting/,/service-areas/echo-park/commercial-landscape-outdoor-lighting/,0,16,0.0,12.19,5,7.844,"Rewrite title, meta, intro, CTA, and internal links"
199,https://shaffercon.com/service-areas/inglewood/commercial-electrical-troubleshooting-repairs/,/service-areas/inglewood/commercial-electrical-troubleshooting-repairs/,0,16,0.0,13.0,5,7.844,"Rewrite title, meta, intro, CTA, and internal links"
200,https://shaffercon.com/service-areas/pacific-palisades/residential-ev-charger-installation/,/service-areas/pacific-palisades/residential-ev-charger-installation/,0,16,0.0,10.62,5,7.844,"Rewrite title, meta, intro, CTA, and internal links"
201,https://shaffercon.com/service-areas/west-hollywood/commercial-ev-charger-installation/,/service-areas/west-hollywood/commercial-ev-charger-installation/,0,16,0.0,14.31,5,7.844,"Rewrite title, meta, intro, CTA, and internal links"
202,https://shaffercon.com/industry-insights/electrical-load-studies-what-they-are-los-angeles/,/industry-insights/electrical-load-studies-what-they-are-los-angeles/,0,404,0.0,6.89,2,7.822,Monitor or improve after higher value pages
203,https://shaffercon.com/service-areas/glendale/residential-landscape-outdoor-lighting,/service-areas/glendale/residential-landscape-outdoor-lighting/,0,33,0.0,19.94,4,7.811,Monitor or improve after higher value pages
204,https://shaffercon.com/service-areas/long-beach/residential-landscape-outdoor-lighting,/service-areas/long-beach/residential-landscape-outdoor-lighting/,0,33,0.0,10.21,4,7.811,Improve snippet and add stronger hiring intent
205,https://shaffercon.com/service-areas/west-hollywood/residential-landscape-outdoor-lighting/,/service-areas/west-hollywood/residential-landscape-outdoor-lighting/,0,33,0.0,15.33,4,7.811,Monitor or improve after higher value pages
206,https://shaffercon.com/industry-insights/ev-charging-in-los-angeles-key-trends-incentives-and-installation-tips-for-property-owners,/industry-insights/ev-charging-in-los-angeles-key-trends-incentives-and-installation-tips-for-property-owners/,0,10,0.0,7.6,5,7.81,"Rewrite title, meta, intro, CTA, and internal links"
207,https://shaffercon.com/industry-insights/how-ready-is-your-property-for-ev-chargers-a-practical-guide-for-los-angeles-homeowners-businesses/,/industry-insights/how-ready-is-your-property-for-ev-chargers-a-practical-guide-for-los-angeles-homeowners-businesses/,0,10,0.0,8.3,5,7.81,"Rewrite title, meta, intro, CTA, and internal links"
208,https://shaffercon.com/industry-insights/pushmatic-panel-upgrade-guide,/industry-insights/pushmatic-panel-upgrade-guide/,0,10,0.0,6.2,5,7.81,"Rewrite title, meta, intro, CTA, and internal links"
209,https://shaffercon.com/service-areas/atwater-village/commercial-electrical-panel-upgrades,/service-areas/atwater-village/commercial-electrical-panel-upgrades/,0,10,0.0,9.2,5,7.81,"Rewrite title, meta, intro, CTA, and internal links"
210,https://shaffercon.com/service-areas/beverly-hills/commercial-pool-hot-tub-spa-electrical,/service-areas/beverly-hills/commercial-pool-hot-tub-spa-electrical/,0,10,0.0,8.8,5,7.81,"Rewrite title, meta, intro, CTA, and internal links"
211,https://shaffercon.com/service-areas/beverly-hills/residential-electrical-safety-inspections/,/service-areas/beverly-hills/residential-electrical-safety-inspections/,0,10,0.0,6.0,5,7.81,"Rewrite title, meta, intro, CTA, and internal links"
212,https://shaffercon.com/service-areas/long-beach/commercial-lighting-installation-retrofitting,/service-areas/long-beach/commercial-lighting-installation-retrofitting/,0,10,0.0,6.3,5,7.81,"Rewrite title, meta, intro, CTA, and internal links"
213,https://shaffercon.com/service-areas/pasadena/commercial-complete-electrical-rewiring,/service-areas/pasadena/commercial-complete-electrical-rewiring/,0,10,0.0,6.2,5,7.81,"Rewrite title, meta, intro, CTA, and internal links"
214,https://shaffercon.com/service-areas/santa-clarita/commercial-electrical-panel-upgrades/,/service-areas/santa-clarita/commercial-electrical-panel-upgrades/,0,10,0.0,7.1,5,7.81,"Rewrite title, meta, intro, CTA, and internal links"
215,https://shaffercon.com/service-areas/west-hollywood/residential-ev-charger-installation/,/service-areas/west-hollywood/residential-ev-charger-installation/,0,10,0.0,7.1,5,7.81,"Rewrite title, meta, intro, CTA, and internal links"
216,https://shaffercon.com/service-areas/burbank/commercial-backup-generator-installation/,/service-areas/burbank/commercial-backup-generator-installation/,0,15,0.0,12.0,5,7.676,"Rewrite title, meta, intro, CTA, and internal links"
217,https://shaffercon.com/service-areas/torrance/commercial-data-network-av-wiring/,/service-areas/torrance/commercial-data-network-av-wiring/,0,15,0.0,16.53,5,7.676,"Rewrite title, meta, intro, CTA, and internal links"
218,https://shaffercon.com/service-areas/beverly-hills/residential-dedicated-equipment-circuits/,/service-areas/beverly-hills/residential-dedicated-equipment-circuits/,0,9,0.0,3.56,5,7.5,"Rewrite title, meta, intro, CTA, and internal links"
219,https://shaffercon.com/service-areas/culver-city/commercial-energy-efficiency-upgrades,/service-areas/culver-city/commercial-energy-efficiency-upgrades/,0,9,0.0,6.44,5,7.5,"Rewrite title, meta, intro, CTA, and internal links"
220,https://shaffercon.com/service-areas/glendale/residential-ev-charger-installation/,/service-areas/glendale/residential-ev-charger-installation/,0,9,0.0,9.22,5,7.5,"Rewrite title, meta, intro, CTA, and internal links"
221,https://shaffercon.com/service-areas/venice/residential-electrical-panel-upgrades,/service-areas/venice/residential-electrical-panel-upgrades/,0,9,0.0,8.11,5,7.5,"Rewrite title, meta, intro, CTA, and internal links"
222,https://shaffercon.com/industry-insights/2024-ev-charger-installations-key-incentives-and-innovations-transforming-the-industry/,/industry-insights/2024-ev-charger-installations-key-incentives-and-innovations-transforming-the-industry/,0,14,0.0,13.64,5,7.498,"Rewrite title, meta, intro, CTA, and internal links"
223,https://shaffercon.com/service-areas/santa-clarita/commercial-electrical-troubleshooting-repairs,/service-areas/santa-clarita/commercial-electrical-troubleshooting-repairs/,0,14,0.0,10.36,5,7.498,"Rewrite title, meta, intro, CTA, and internal links"
224,https://shaffercon.com/service-areas/santa-monica/commercial-landscape-outdoor-lighting,/service-areas/santa-monica/commercial-landscape-outdoor-lighting/,0,14,0.0,14.07,5,7.498,"Rewrite title, meta, intro, CTA, and internal links"
225,https://shaffercon.com/service-areas/santa-monica/commercial-lighting-installation-retrofitting/,/service-areas/santa-monica/commercial-lighting-installation-retrofitting/,0,14,0.0,10.5,5,7.498,"Rewrite title, meta, intro, CTA, and internal links"
226,https://shaffercon.com/industry-insights/new-california-solar-battery-project-rule-why-licensed-electricians-are-essential/,/industry-insights/new-california-solar-battery-project-rule-why-licensed-electricians-are-essential/,1,382,0.0026,7.95,2,7.481,Monitor or improve after higher value pages
227,https://shaffercon.com/industry-insights/cloth-wiring-safety-upgrade/,/industry-insights/cloth-wiring-safety-upgrade/,0,300,0.0,8.93,2,7.436,Monitor or improve after higher value pages
228,https://shaffercon.com/residential-ev-charger/,/residential-ev-charger/,2,816,0.0025,26.59,5,7.39,Expand content and add links from stronger pages
229,https://shaffercon.com/service-areas/pasadena/residential-security-motion-lighting,/service-areas/pasadena/residential-security-motion-lighting/,0,16,0.0,8.5,4,7.383,Improve snippet and add stronger hiring intent
230,https://shaffercon.com/industry-insights/,/industry-insights/,0,750,0.0,10.49,2,7.333,Monitor or improve after higher value pages
231,https://shaffercon.com/industry-insights/commercial-electrician-ev-charging-safety/,/industry-insights/commercial-electrician-ev-charging-safety/,0,618,0.0,20.1,5,7.328,Expand content and add links from stronger pages
232,https://shaffercon.com/service-areas/burbank/commercial-electrical-code-compliance-corrections,/service-areas/burbank/commercial-electrical-code-compliance-corrections/,0,13,0.0,16.77,5,7.307,"Rewrite title, meta, intro, CTA, and internal links"
233,https://shaffercon.com/service-areas/glendale/commercial-landscape-outdoor-lighting/,/service-areas/glendale/commercial-landscape-outdoor-lighting/,0,13,0.0,18.46,5,7.307,"Rewrite title, meta, intro, CTA, and internal links"
234,https://shaffercon.com/service-areas/santa-monica/commercial-backup-generator-installation,/service-areas/santa-monica/commercial-backup-generator-installation/,0,13,0.0,19.62,5,7.307,"Rewrite title, meta, intro, CTA, and internal links"
235,https://shaffercon.com/service-areas/torrance/commercial-dedicated-equipment-circuits,/service-areas/torrance/commercial-dedicated-equipment-circuits/,0,13,0.0,11.08,5,7.307,"Rewrite title, meta, intro, CTA, and internal links"
236,https://shaffercon.com/service-areas/santa-monica/residential-lighting-installation-retrofitting/,/service-areas/santa-monica/residential-lighting-installation-retrofitting/,0,25,0.0,13.48,4,7.216,Monitor or improve after higher value pages
237,https://shaffercon.com/service-areas/echo-park/,/service-areas/echo-park/,0,246,0.0,7.76,2,7.178,Monitor or improve after higher value pages
238,https://shaffercon.com/industry-insights/boost-your-business-with-ev-charging-stations-a-guide,/industry-insights/boost-your-business-with-ev-charging-stations-a-guide/,0,8,0.0,9.0,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
239,https://shaffercon.com/industry-insights/navigating-californias-ev-charger-surge-trends-technologies-and-community-impact/,/industry-insights/navigating-californias-ev-charger-surge-trends-technologies-and-community-impact/,0,8,0.0,7.38,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
240,https://shaffercon.com/industry-insights/public-ev-charging-what-property-owners-and-developers-in-los-angeles-need-to-know/,/industry-insights/public-ev-charging-what-property-owners-and-developers-in-los-angeles-need-to-know/,0,8,0.0,7.5,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
241,https://shaffercon.com/service-areas/altadena/commercial-electrical-panel-upgrades/,/service-areas/altadena/commercial-electrical-panel-upgrades/,0,8,0.0,3.5,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
242,https://shaffercon.com/service-areas/atwater-village/commercial-landscape-outdoor-lighting/,/service-areas/atwater-village/commercial-landscape-outdoor-lighting/,0,8,0.0,8.25,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
243,https://shaffercon.com/service-areas/beverly-hills/residential-ev-charger-installation,/service-areas/beverly-hills/residential-ev-charger-installation/,0,8,0.0,6.38,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
244,https://shaffercon.com/service-areas/burbank/commercial-backup-generator-installation,/service-areas/burbank/commercial-backup-generator-installation/,0,8,0.0,8.12,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
245,https://shaffercon.com/service-areas/culver-city/residential-ev-charger-installation,/service-areas/culver-city/residential-ev-charger-installation/,0,8,0.0,9.62,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
246,https://shaffercon.com/service-areas/glendale/commercial-ceiling-fan-fixture-installation/,/service-areas/glendale/commercial-ceiling-fan-fixture-installation/,0,8,0.0,6.25,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
247,https://shaffercon.com/service-areas/long-beach/commercial-data-network-av-wiring,/service-areas/long-beach/commercial-data-network-av-wiring/,0,8,0.0,7.38,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
248,https://shaffercon.com/service-areas/santa-monica/commercial-data-network-av-wiring/,/service-areas/santa-monica/commercial-data-network-av-wiring/,0,8,0.0,4.62,5,7.157,"Rewrite title, meta, intro, CTA, and internal links"
249,https://shaffercon.com/service-areas/santa-monica/residential-data-network-av-wiring/,/service-areas/santa-monica/residential-data-network-av-wiring/,0,233,0.0,7.4,2,7.108,Monitor or improve after higher value pages
250,https://shaffercon.com/industry-insights/office-electrical-upgrades-modern-workplaces/,/industry-insights/office-electrical-upgrades-modern-workplaces/,1,299,0.0033,6.79,2,7.104,Monitor or improve after higher value pages
251,https://shaffercon.com/industry-insights/ev-charger-installation-guide/,/industry-insights/ev-charger-installation-guide/,0,12,0.0,11.0,5,7.101,"Rewrite title, meta, intro, CTA, and internal links"
252,https://shaffercon.com/industry-insights/how-california-and-nationwide-funding-changes-make-now-the-time-to-install-ev-chargers-a-practical-guide-for-los-angeles-property-owners,/industry-insights/how-california-and-nationwide-funding-changes-make-now-the-time-to-install-ev-chargers-a-practical-guide-for-los-angeles-property-owners/,0,12,0.0,10.58,5,7.101,"Rewrite title, meta, intro, CTA, and internal links"
253,https://shaffercon.com/service-areas/burbank/commercial-lighting-installation-retrofitting,/service-areas/burbank/commercial-lighting-installation-retrofitting/,0,12,0.0,13.25,5,7.101,"Rewrite title, meta, intro, CTA, and internal links"
254,https://shaffercon.com/service-areas/echo-park/commercial-electrical-code-compliance-corrections/,/service-areas/echo-park/commercial-electrical-code-compliance-corrections/,0,12,0.0,14.83,5,7.101,"Rewrite title, meta, intro, CTA, and internal links"
255,https://shaffercon.com/industry-insights/ceiling-fan-installation-benefits-aesthetics,/industry-insights/ceiling-fan-installation-benefits-aesthetics/,1,649,0.0015,10.07,2,7.029,Monitor or improve after higher value pages
256,https://shaffercon.com/service-areas/torrance/residential-ev-charger-installation/,/service-areas/torrance/residential-ev-charger-installation/,0,461,0.0,23.28,5,6.995,Expand content and add links from stronger pages
257,https://shaffercon.com/industry-insights/the-future-of-ev-charging-infrastructure-trends-challenges-and-solutions-for-reliable-electric-vehicle-power,/industry-insights/the-future-of-ev-charging-infrastructure-trends-challenges-and-solutions-for-reliable-electric-vehicle-power/,0,11,0.0,11.64,5,6.88,"Rewrite title, meta, intro, CTA, and internal links"
258,https://shaffercon.com/service-areas/culver-city/commercial-whole-building-surge-protection/,/service-areas/culver-city/commercial-whole-building-surge-protection/,0,11,0.0,10.91,5,6.88,"Rewrite title, meta, intro, CTA, and internal links"
259,https://shaffercon.com/service-areas/santa-clarita/commercial-security-motion-lighting/,/service-areas/santa-clarita/commercial-security-motion-lighting/,0,11,0.0,13.45,5,6.88,"Rewrite title, meta, intro, CTA, and internal links"
260,https://shaffercon.com/service-areas/venice/commercial-pool-hot-tub-spa-electrical,/service-areas/venice/commercial-pool-hot-tub-spa-electrical/,0,11,0.0,14.09,5,6.88,"Rewrite title, meta, intro, CTA, and internal links"
261,https://shaffercon.com/service-areas/west-hollywood/commercial-landscape-outdoor-lighting/,/service-areas/west-hollywood/commercial-landscape-outdoor-lighting/,0,11,0.0,16.55,5,6.88,"Rewrite title, meta, intro, CTA, and internal links"
262,https://shaffercon.com/industry-insights/expanding-electric-vehicle-charging-infrastructure-a-look-at-california-and-beyond/,/industry-insights/expanding-electric-vehicle-charging-infrastructure-a-look-at-california-and-beyond/,0,380,0.0,38.96,5,6.775,Expand content and add links from stronger pages
263,https://shaffercon.com/industry-insights/the-essential-guide-to-installing-ev-chargers-benefits-considerations-and-technologies,/industry-insights/the-essential-guide-to-installing-ev-chargers-benefits-considerations-and-technologies/,0,7,0.0,8.0,5,6.773,"Rewrite title, meta, intro, CTA, and internal links"
264,https://shaffercon.com/service-areas/beverly-hills/residential-pool-hot-tub-spa-electrical/,/service-areas/beverly-hills/residential-pool-hot-tub-spa-electrical/,0,7,0.0,7.86,5,6.773,"Rewrite title, meta, intro, CTA, and internal links"
265,https://shaffercon.com/service-areas/echo-park/residential-ev-charger-installation/,/service-areas/echo-park/residential-ev-charger-installation/,0,7,0.0,7.0,5,6.773,"Rewrite title, meta, intro, CTA, and internal links"
266,https://shaffercon.com/service-areas/long-beach/commercial-whole-building-surge-protection/,/service-areas/long-beach/commercial-whole-building-surge-protection/,0,7,0.0,7.43,5,6.773,"Rewrite title, meta, intro, CTA, and internal links"
267,https://shaffercon.com/service-areas/pasadena/commercial-data-network-av-wiring,/service-areas/pasadena/commercial-data-network-av-wiring/,0,7,0.0,8.14,5,6.773,"Rewrite title, meta, intro, CTA, and internal links"
268,https://shaffercon.com/service-areas/pasadena/residential-ev-charger-installation/,/service-areas/pasadena/residential-ev-charger-installation/,0,7,0.0,8.0,5,6.773,"Rewrite title, meta, intro, CTA, and internal links"
269,https://shaffercon.com/service-areas/santa-clarita/commercial-ev-charger-installation,/service-areas/santa-clarita/commercial-ev-charger-installation/,0,7,0.0,3.29,5,6.773,"Rewrite title, meta, intro, CTA, and internal links"
270,https://shaffercon.com/service-areas/santa-clarita/commercial-whole-building-surge-protection,/service-areas/santa-clarita/commercial-whole-building-surge-protection/,0,7,0.0,5.43,5,6.773,"Rewrite title, meta, intro, CTA, and internal links"
271,https://shaffercon.com/service-areas/santa-monica/commercial-pool-hot-tub-spa-electrical,/service-areas/santa-monica/commercial-pool-hot-tub-spa-electrical/,0,7,0.0,5.43,5,6.773,"Rewrite title, meta, intro, CTA, and internal links"
272,https://shaffercon.com/service-areas/venice/commercial-energy-efficiency-upgrades,/service-areas/venice/commercial-energy-efficiency-upgrades/,0,7,0.0,7.0,5,6.773,"Rewrite title, meta, intro, CTA, and internal links"
273,https://shaffercon.com/service-areas/beverly-hills/,/service-areas/beverly-hills/,0,372,0.0,26.29,5,6.751,Expand content and add links from stronger pages
274,https://shaffercon.com/service-areas/highland-park/residential-landscape-outdoor-lighting/,/service-areas/highland-park/residential-landscape-outdoor-lighting/,0,20,0.0,16.0,4,6.743,Monitor or improve after higher value pages
275,https://shaffercon.com/service-areas/glendale/commercial-electrical-panel-upgrades/,/service-areas/glendale/commercial-electrical-panel-upgrades/,1,443,0.0023,27.55,5,6.736,Expand content and add links from stronger pages
276,https://shaffercon.com/industry-insights/landscape-lighting-design-installation-los-angeles,/industry-insights/landscape-lighting-design-installation-los-angeles/,1,42,0.023799999999999998,8.95,4,6.691,Monitor or improve after higher value pages
277,https://shaffercon.com/service-areas/burbank/residential-landscape-outdoor-lighting,/service-areas/burbank/residential-landscape-outdoor-lighting/,0,12,0.0,7.58,4,6.684,Improve snippet and add stronger hiring intent
278,https://shaffercon.com/service-areas/culver-city/residential-landscape-outdoor-lighting/,/service-areas/culver-city/residential-landscape-outdoor-lighting/,0,12,0.0,6.92,4,6.684,Improve snippet and add stronger hiring intent
279,https://shaffercon.com/service-areas/hollywood/residential-electrical-safety-inspections,/service-areas/hollywood/residential-electrical-safety-inspections/,0,12,0.0,8.33,4,6.684,Improve snippet and add stronger hiring intent
280,https://shaffercon.com/service-areas/santa-monica/residential-landscape-outdoor-lighting/,/service-areas/santa-monica/residential-landscape-outdoor-lighting/,0,12,0.0,8.0,4,6.684,Improve snippet and add stronger hiring intent
281,https://shaffercon.com/service-areas/torrance/,/service-areas/torrance/,0,415,0.0,15.2,2,6.679,Monitor or improve after higher value pages
282,https://shaffercon.com/industry-insights/gfi-safety-and-maintenance-essential-tips-for-homeowners/,/industry-insights/gfi-safety-and-maintenance-essential-tips-for-homeowners/,0,406,0.0,16.83,2,6.654,Monitor or improve after higher value pages
283,https://shaffercon.com/service-areas/burbank/commercial-landscape-outdoor-lighting/,/service-areas/burbank/commercial-landscape-outdoor-lighting/,0,10,0.0,10.7,5,6.639,"Rewrite title, meta, intro, CTA, and internal links"
284,https://shaffercon.com/service-areas/burbank/commercial-lighting-installation-retrofitting/,/service-areas/burbank/commercial-lighting-installation-retrofitting/,0,10,0.0,10.6,5,6.639,"Rewrite title, meta, intro, CTA, and internal links"
285,https://shaffercon.com/service-areas/glendale/commercial-whole-building-surge-protection/,/service-areas/glendale/commercial-whole-building-surge-protection/,0,10,0.0,10.7,5,6.639,"Rewrite title, meta, intro, CTA, and internal links"
286,https://shaffercon.com/service-areas/pacific-palisades/residential-electrical-panel-upgrades/,/service-areas/pacific-palisades/residential-electrical-panel-upgrades/,0,10,0.0,15.8,5,6.639,"Rewrite title, meta, intro, CTA, and internal links"
287,https://shaffercon.com/service-areas/santa-monica/commercial-ceiling-fan-fixture-installation/,/service-areas/santa-monica/commercial-ceiling-fan-fixture-installation/,0,10,0.0,14.8,5,6.639,"Rewrite title, meta, intro, CTA, and internal links"
288,https://shaffercon.com/service-areas/santa-monica/commercial-security-motion-lighting/,/service-areas/santa-monica/commercial-security-motion-lighting/,0,10,0.0,15.8,5,6.639,"Rewrite title, meta, intro, CTA, and internal links"
289,https://shaffercon.com/service-areas/west-hollywood/commercial-backup-generator-installation/,/service-areas/west-hollywood/commercial-backup-generator-installation/,0,10,0.0,12.4,5,6.639,"Rewrite title, meta, intro, CTA, and internal links"
290,https://shaffercon.com/service-areas/west-hollywood/commercial-security-motion-lighting/,/service-areas/west-hollywood/commercial-security-motion-lighting/,0,10,0.0,11.4,5,6.639,"Rewrite title, meta, intro, CTA, and internal links"
291,https://shaffercon.com/industry-insights/cloth-wiring-safety-upgrade,/industry-insights/cloth-wiring-safety-upgrade/,0,161,0.0,8.34,2,6.629,Monitor or improve after higher value pages
292,https://shaffercon.com/industry-insights/top-electric-vehicles-for-2024-a-comprehensive-guide/,/industry-insights/top-electric-vehicles-for-2024-a-comprehensive-guide/,0,159,0.0,9.21,2,6.612,Monitor or improve after higher value pages
293,https://shaffercon.com/service-areas/pasadena/residential-smart-automation-systems,/service-areas/pasadena/residential-smart-automation-systems/,0,158,0.0,7.54,2,6.604,Monitor or improve after higher value pages
294,https://shaffercon.com/service-areas/inglewood/,/service-areas/inglewood/,0,363,0.0,15.01,2,6.531,Monitor or improve after higher value pages
295,https://shaffercon.com/service-areas/boyle-heights/,/service-areas/boyle-heights/,0,145,0.0,8.36,2,6.493,Monitor or improve after higher value pages
296,https://shaffercon.com/service-areas/santa-clarita/residential-lighting-installation-retrofitting,/service-areas/santa-clarita/residential-lighting-installation-retrofitting/,0,11,0.0,5.73,4,6.475,Improve snippet and add stronger hiring intent
297,https://shaffercon.com/service-areas/,/service-areas/,0,137,0.0,9.8,2,6.42,Monitor or improve after higher value pages
298,https://shaffercon.com/service-areas/atwater-village/residential-electrical-panel-upgrades/,/service-areas/atwater-village/residential-electrical-panel-upgrades/,0,9,0.0,11.11,5,6.375,"Rewrite title, meta, intro, CTA, and internal links"
299,https://shaffercon.com/service-areas/burbank/commercial-pool-hot-tub-spa-electrical/,/service-areas/burbank/commercial-pool-hot-tub-spa-electrical/,0,9,0.0,17.0,5,6.375,"Rewrite title, meta, intro, CTA, and internal links"
300,https://shaffercon.com/service-areas/highland-park/residential-ev-charger-installation/,/service-areas/highland-park/residential-ev-charger-installation/,0,9,0.0,19.22,5,6.375,"Rewrite title, meta, intro, CTA, and internal links"
301,https://shaffercon.com/service-areas/santa-monica/commercial-ceiling-fan-fixture-installation,/service-areas/santa-monica/commercial-ceiling-fan-fixture-installation/,0,9,0.0,15.89,5,6.375,"Rewrite title, meta, intro, CTA, and internal links"
302,https://shaffercon.com/service-areas/torrance/commercial-ceiling-fan-fixture-installation,/service-areas/torrance/commercial-ceiling-fan-fixture-installation/,0,9,0.0,13.44,5,6.375,"Rewrite title, meta, intro, CTA, and internal links"
