rank,url,path,route_type,clicks,impressions,ctr,expected_ctr,missed_clicks,position,business_value,score,need,top_queries,action
160,https://shaffercon.com/industry-insights/tesla-worlds-largest-supercharger-los-angeles-curbside-charging-expansion-volkswagen-network-access-dynamic-pricing-long-beach-ev-infrastructure/,/industry-insights/tesla-worlds-largest-supercharger-los-angeles-curbside-charging-expansion-volkswagen-network-access-dynamic-pricing-long-beach-ev-infrastructure/,blog,5,3339,0.001497454327643007,0.025,78.5,8.56,1,6.289,ctr,future tesla superchargers; upcoming tesla superchargers; tesla supercharger expansion; tesla supercharger under construction; number of tesla superchargers in california 2026,Deprioritize unless it supports a money page
161,https://shaffercon.com/service-areas/torrance/commercial-ceiling-fan-fixture-installation/,/service-areas/torrance/commercial-ceiling-fan-fixture-installation/,service_detail,0,28,0.0,0.012,0.3,16.5,5,6.236,links,ceiling fan installation torrance ca,"Ranking lift, add internal links and local proof"
162,https://shaffercon.com/service-areas/burbank/residential-lighting-installation-retrofitting/,/service-areas/burbank/residential-lighting-installation-retrofitting/,service_detail,0,34,0.0,0.025,0.9,8.91,4,6.229,ctr,lighting installation burbank,"CTR fix, rewrite title and meta around proven queries"
163,https://shaffercon.com/industry-insights/californias-ev-charging-boom-how-los-angeles-is-leading-the-electric-vehicle-infrastructure-revolution/,/industry-insights/californias-ev-charging-boom-how-los-angeles-is-leading-the-electric-vehicle-infrastructure-revolution/,blog,0,16,0.0,0.025,0.4,8.69,5,6.177,ctr,,"CTR fix, rewrite title and meta around proven queries"
164,https://shaffercon.com/industry-insights/how-los-angeles-property-owners-can-install-ev-chargers-funding-financing-and-practical-steps/,/industry-insights/how-los-angeles-property-owners-can-install-ev-chargers-funding-financing-and-practical-steps/,blog,0,16,0.0,0.025,0.4,8.31,5,6.177,ctr,,"CTR fix, rewrite title and meta around proven queries"
165,https://shaffercon.com/industry-insights/the-future-of-ev-charging-in-los-angeles-new-technologies-solar-integration-and-incentives-for-property-owners/,/industry-insights/the-future-of-ev-charging-in-los-angeles-new-technologies-solar-integration-and-incentives-for-property-owners/,blog,0,16,0.0,0.025,0.4,5.12,5,6.177,ctr,,"CTR fix, rewrite title and meta around proven queries"
166,https://shaffercon.com/service-areas/culver-city/residential-electrical-panel-upgrades/,/service-areas/culver-city/residential-electrical-panel-upgrades/,service_detail,0,16,0.0,0.025,0.4,8.94,5,6.177,ctr,residential electrical upgrades in southern ca,"CTR fix, rewrite title and meta around proven queries"
167,https://shaffercon.com/industry-insights/advancing-electric-vehicle-infrastructure-in-los-angeles-the-role-of-shaffer-construction-inc/,/industry-insights/advancing-electric-vehicle-infrastructure-in-los-angeles-the-role-of-shaffer-construction-inc/,blog,1,27,0.037037037037037035,0.012,0.0,17.26,5,6.15,links,charger construction; ev charging station construction companies,"Ranking lift, add internal links and local proof"
168,https://shaffercon.com/industry-insights/should-you-install-an-ev-charger-at-home-a-practical-guide-for-los-angeles-homeowners/,/industry-insights/should-you-install-an-ev-charger-at-home-a-practical-guide-for-los-angeles-homeowners/,blog,0,26,0.0,0.012,0.3,10.65,5,6.102,ctr,ev charger requirement new home altadena; ev charger requirement new home los angeles,"CTR fix, rewrite title and meta around proven queries"
169,https://shaffercon.com/service-areas/silver-lake/,/service-areas/silver-lake/,location,0,207,0.0,0.012,2.5,11.75,3,6.058,ctr,silver lake; silverlake; electrician silver lake; home repair silver lake ca; electrician silver lake ca,"CTR fix, rewrite title and meta around proven queries"
170,https://shaffercon.com/industry-insights/advancements-in-electric-vehicle-charging-trends-innovations-and-their-impact-on-urban-development/,/industry-insights/advancements-in-electric-vehicle-charging-trends-innovations-and-their-impact-on-urban-development/,blog,0,15,0.0,0.025,0.4,8.33,5,6.043,ctr,,"CTR fix, rewrite title and meta around proven queries"
171,https://shaffercon.com/industry-insights/electrician-san-gabriel-vehicle-charging/,/industry-insights/electrician-san-gabriel-vehicle-charging/,blog,0,15,0.0,0.025,0.4,8.06,5,6.043,ctr,,"CTR fix, rewrite title and meta around proven queries"
172,https://shaffercon.com/service-areas/glendale/commercial-lighting-installation-retrofitting/,/service-areas/glendale/commercial-lighting-installation-retrofitting/,service_detail,0,15,0.0,0.025,0.4,9.93,5,6.043,ctr,commercial lighting retrofit services in bow,"CTR fix, rewrite title and meta around proven queries"
173,https://shaffercon.com/service-areas/west-hollywood/commercial-ev-charger-installation/,/service-areas/west-hollywood/commercial-ev-charger-installation/,service_detail,0,25,0.0,0.012,0.3,15.96,5,6.032,links,ev charger installation west hollywood; ev charger installation west hollywood,"Ranking lift, add internal links and local proof"
174,https://shaffercon.com/service-areas/glendale/commercial-data-network-av-wiring/,/service-areas/glendale/commercial-data-network-av-wiring/,service_detail,0,24,0.0,0.012,0.3,15.12,5,5.958,links,wiring for security cameras glendale; glendale network cabling; professional data wiring los angeles,"Ranking lift, add internal links and local proof"
175,https://shaffercon.com/service-areas/santa-clarita/commercial-pool-hot-tub-spa-electrical/,/service-areas/santa-clarita/commercial-pool-hot-tub-spa-electrical/,service_detail,0,24,0.0,0.012,0.3,10.29,5,5.958,ctr,,"CTR fix, rewrite title and meta around proven queries"
176,https://shaffercon.com/industry-insights/cloth-wiring-safety-upgrade/,/industry-insights/cloth-wiring-safety-upgrade/,blog,0,461,0.0,0.025,11.5,8.72,2,5.943,ctr,electrical for fabric structures; electrical for fabric structures,"CTR fix, rewrite title and meta around proven queries"
177,https://shaffercon.com/service-areas/santa-clarita/residential-electrical-panel-upgrades/,/service-areas/santa-clarita/residential-electrical-panel-upgrades/,service_detail,0,14,0.0,0.025,0.4,9.14,5,5.901,ctr,,"CTR fix, rewrite title and meta around proven queries"
178,https://shaffercon.com/service-areas/beverly-hills/commercial-smart-automation-systems/,/service-areas/beverly-hills/commercial-smart-automation-systems/,service_detail,0,23,0.0,0.012,0.3,15.26,5,5.882,links,advanced shading solutions beverly hills; commercial automation services los angeles; commercial automation solutions los angeles; automated shading system beverly hills; automated shading system beverly hills,"Ranking lift, add internal links and local proof"
179,https://shaffercon.com/service-areas/burbank/commercial-backup-generator-installation/,/service-areas/burbank/commercial-backup-generator-installation/,service_detail,0,23,0.0,0.012,0.3,10.65,5,5.882,ctr,generator installation burbank; generac generator installation burbank; generator installation burbank; generac generator installation burbank,"CTR fix, rewrite title and meta around proven queries"
180,https://shaffercon.com/service-areas/torrance/commercial-landscape-outdoor-lighting/,/service-areas/torrance/commercial-landscape-outdoor-lighting/,service_detail,1,23,0.043478260869565216,0.012,0.0,15.52,5,5.866,links,,"Ranking lift, add internal links and local proof"
181,https://shaffercon.com/industry-insights/the-electric-vehicle-charging-revolution-key-trends-and-future-prospects/,/industry-insights/the-electric-vehicle-charging-revolution-key-trends-and-future-prospects/,blog,0,22,0.0,0.012,0.3,12.55,5,5.803,links,,"Ranking lift, add internal links and local proof"
182,https://shaffercon.com/service-areas/burbank/commercial-lighting-installation-retrofitting/,/service-areas/burbank/commercial-lighting-installation-retrofitting/,service_detail,0,22,0.0,0.012,0.3,12.05,5,5.803,links,lighting installation burbank; lighting installation burbank,"Ranking lift, add internal links and local proof"
183,https://shaffercon.com/service-areas/venice/residential-energy-efficiency-upgrades/,/service-areas/venice/residential-energy-efficiency-upgrades/,service_detail,0,22,0.0,0.012,0.3,16.55,5,5.803,links,energy load calculations venice; commercial energy load calculations venice,"Ranking lift, add internal links and local proof"
184,https://shaffercon.com/service-areas/sherman-oaks/residential-security-motion-lighting/,/service-areas/sherman-oaks/residential-security-motion-lighting/,service_detail,0,26,0.0,0.025,0.7,6.96,4,5.763,ctr,professional solar security sherman oaks; professional solar security sherman oaks,"CTR fix, rewrite title and meta around proven queries"
185,https://shaffercon.com/industry-insights/preparing-los-angeles-buildings-for-the-ev-charging-boom-what-owners-developers-and-businesses-need-to-know/,/industry-insights/preparing-los-angeles-buildings-for-the-ev-charging-boom-what-owners-developers-and-businesses-need-to-know/,blog,0,13,0.0,0.025,0.3,7.54,5,5.749,ctr,,"CTR fix, rewrite title and meta around proven queries"
186,https://shaffercon.com/service-areas/beverly-hills/residential-pool-hot-tub-spa-electrical/,/service-areas/beverly-hills/residential-pool-hot-tub-spa-electrical/,service_detail,0,13,0.0,0.025,0.3,6.23,5,5.749,ctr,,"CTR fix, rewrite title and meta around proven queries"
187,https://shaffercon.com/service-areas/glendale/commercial-ceiling-fan-fixture-installation/,/service-areas/glendale/commercial-ceiling-fan-fixture-installation/,service_detail,0,13,0.0,0.025,0.3,6.69,5,5.749,ctr,ceiling fan installation glendale; ceiling fan installation service glendale,"CTR fix, rewrite title and meta around proven queries"
188,https://shaffercon.com/service-areas/los-feliz/commercial-landscape-outdoor-lighting/,/service-areas/los-feliz/commercial-landscape-outdoor-lighting/,service_detail,0,13,0.0,0.025,0.3,9.08,5,5.749,ctr,,"CTR fix, rewrite title and meta around proven queries"
189,https://shaffercon.com/service-areas/santa-monica/commercial-pool-hot-tub-spa-electrical/,/service-areas/santa-monica/commercial-pool-hot-tub-spa-electrical/,service_detail,0,13,0.0,0.025,0.3,5.85,5,5.749,ctr,,"CTR fix, rewrite title and meta around proven queries"
190,https://shaffercon.com/service-areas/sherman-oaks/commercial-smart-automation-systems/,/service-areas/sherman-oaks/commercial-smart-automation-systems/,service_detail,0,13,0.0,0.025,0.3,5.38,5,5.749,ctr,commercial automation los angeles; commercial automation los angeles ca; commercial automation solutions los angeles; commercial automation services los angeles,"CTR fix, rewrite title and meta around proven queries"
191,https://shaffercon.com/service-areas/venice/commercial-electrical-code-compliance-corrections/,/service-areas/venice/commercial-electrical-code-compliance-corrections/,service_detail,0,13,0.0,0.025,0.3,5.08,5,5.749,ctr,,"CTR fix, rewrite title and meta around proven queries"
192,https://shaffercon.com/industry-insights/office-electrical-upgrades-modern-workplaces/,/industry-insights/office-electrical-upgrades-modern-workplaces/,blog,1,413,0.002421307506053269,0.025,9.3,6.46,2,5.722,ctr,office electrical upgrades,"CTR fix, rewrite title and meta around proven queries"
193,https://shaffercon.com/service-areas/hollywood/residential-security-motion-lighting/,/service-areas/hollywood/residential-security-motion-lighting/,service_detail,0,25,0.0,0.025,0.6,7.8,4,5.695,ctr,,"CTR fix, rewrite title and meta around proven queries"
194,https://shaffercon.com/service-areas/torrance/residential-backup-generator-installation/,/service-areas/torrance/residential-backup-generator-installation/,service_detail,0,70,0.0,0.025,1.8,5.04,3,5.651,ctr,whole-home backup generator installation 90275; whole-home backup generator installation 90275,"CTR fix, rewrite title and meta around proven queries"
195,https://shaffercon.com/industry-insights/the-vital-role-of-ev-charging-infrastructure-in-accelerating-electric-vehicle-adoption/,/industry-insights/the-vital-role-of-ev-charging-infrastructure-in-accelerating-electric-vehicle-adoption/,blog,0,20,0.0,0.012,0.2,14.1,5,5.633,links,,"Ranking lift, add internal links and local proof"
196,https://shaffercon.com/service-areas/burbank/commercial-ev-charger-installation/,/service-areas/burbank/commercial-ev-charger-installation/,service_detail,0,20,0.0,0.012,0.2,13.5,5,5.633,links,ev charger installation burbank; ev charger installation burbank,"Ranking lift, add internal links and local proof"
197,https://shaffercon.com/service-areas/burbank/,/service-areas/burbank/,location,3,1375,0.002181818181818182,0.004,2.5,21.26,5,5.63,content,electrician burbank; electrical contractor burbank; electrical panel upgrades burbank; lighting installation burbank; burbank electrical contractors,"Content lift, expand page and add links from stronger pages"
198,https://shaffercon.com/industry-insights/new-california-solar-battery-project-rule-why-licensed-electricians-are-essential/,/industry-insights/new-california-solar-battery-project-rule-why-licensed-electricians-are-essential/,blog,1,382,0.002617801047120419,0.025,8.6,7.95,2,5.608,ctr,safety-focused solar contractor; solar battery installation los angeles,"CTR fix, rewrite title and meta around proven queries"
199,https://shaffercon.com/industry-insights/latest-innovations-in-ev-charging-how-shaffer-construction-is-leading-the-way-in-los-angeles/,/industry-insights/latest-innovations-in-ev-charging-how-shaffer-construction-is-leading-the-way-in-los-angeles/,blog,0,12,0.0,0.025,0.3,5.58,5,5.586,ctr,,"CTR fix, rewrite title and meta around proven queries"
200,https://shaffercon.com/service-areas/atwater-village/residential-electrical-panel-upgrades/,/service-areas/atwater-village/residential-electrical-panel-upgrades/,service_detail,0,12,0.0,0.025,0.3,9.66,5,5.586,ctr,electrical panel upgrade pasadena,"CTR fix, rewrite title and meta around proven queries"
201,https://shaffercon.com/service-areas/long-beach/commercial-lighting-installation-retrofitting/,/service-areas/long-beach/commercial-lighting-installation-retrofitting/,service_detail,0,12,0.0,0.025,0.3,6.25,5,5.586,ctr,,"CTR fix, rewrite title and meta around proven queries"
202,https://shaffercon.com/service-areas/pasadena/residential-ev-charger-installation/,/service-areas/pasadena/residential-ev-charger-installation/,service_detail,0,12,0.0,0.025,0.3,7.83,5,5.586,ctr,ev charging station installation pasadena; ev charging station installation pasadena; home ev charging station installers pasadena,"CTR fix, rewrite title and meta around proven queries"
203,https://shaffercon.com/industry-insights/residential-electrical-services-what-every-homeowner-should-know-about-hiring-a-contractor/,/industry-insights/residential-electrical-services-what-every-homeowner-should-know-about-hiring-a-contractor/,blog,1,12,0.08333333333333333,0.025,0.0,5.83,5,5.57,links,,"Ranking lift, add internal links and local proof"
204,https://shaffercon.com/service-areas/santa-clarita/residential-backup-generator-installation/,/service-areas/santa-clarita/residential-backup-generator-installation/,service_detail,1,68,0.014705882352941176,0.025,0.7,8.37,3,5.555,links,generator installation santa clarita; generator service santa clarita,"Ranking lift, add internal links and local proof"
205,https://shaffercon.com/service-areas/santa-monica/commercial-ceiling-fan-fixture-installation/,/service-areas/santa-monica/commercial-ceiling-fan-fixture-installation/,service_detail,0,19,0.0,0.012,0.2,15.32,5,5.542,links,,"Ranking lift, add internal links and local proof"
206,https://shaffercon.com/service-areas/culver-city/residential-landscape-outdoor-lighting/,/service-areas/culver-city/residential-landscape-outdoor-lighting/,service_detail,0,22,0.0,0.025,0.6,5.96,4,5.477,ctr,construction lights culver city; construction lights culver city,"CTR fix, rewrite title and meta around proven queries"
207,https://shaffercon.com/service-areas/venice/residential-landscape-outdoor-lighting/,/service-areas/venice/residential-landscape-outdoor-lighting/,service_detail,0,39,0.0,0.012,0.5,14.21,4,5.472,links,outdoor lighting installation venice; outdoor lighting service venice; outdoor lighting repair venice; led landscape lighting services venice,"Ranking lift, add internal links and local proof"
208,https://shaffercon.com/industry-insights/building-a-sustainable-future-the-importance-of-expanding-ev-charging-infrastructure-in-los-angeles/,/industry-insights/building-a-sustainable-future-the-importance-of-expanding-ev-charging-infrastructure-in-los-angeles/,blog,0,18,0.0,0.012,0.2,13.72,5,5.446,links,,"Ranking lift, add internal links and local proof"
209,https://shaffercon.com/service-areas/burbank/commercial-electrical-code-compliance-corrections/,/service-areas/burbank/commercial-electrical-code-compliance-corrections/,service_detail,0,18,0.0,0.012,0.2,16.45,5,5.446,links,electrical code updates burbank; commercial electrician services burbank,"Ranking lift, add internal links and local proof"
210,https://shaffercon.com/service-areas/burbank/commercial-landscape-outdoor-lighting/,/service-areas/burbank/commercial-landscape-outdoor-lighting/,service_detail,0,18,0.0,0.012,0.2,13.17,5,5.446,links,lighting installation burbank; lighting installation burbank,"Ranking lift, add internal links and local proof"
211,https://shaffercon.com/service-areas/glendale/commercial-outlet-switch-dimmer-services/,/service-areas/glendale/commercial-outlet-switch-dimmer-services/,service_detail,0,18,0.0,0.012,0.2,18.22,5,5.446,links,industrial exhaust fan installation near me glendale,"Ranking lift, add internal links and local proof"
212,https://shaffercon.com/service-areas/santa-clarita/commercial-ev-charger-installation/,/service-areas/santa-clarita/commercial-ev-charger-installation/,service_detail,0,11,0.0,0.05,0.6,4.18,5,5.426,ctr,,"CTR fix, rewrite title and meta around proven queries"
213,https://shaffercon.com/industry-insights/why-permitting-policy-and-smart-design-matter-for-faster-ev-charger-deployment-in-los-angeles/,/industry-insights/why-permitting-policy-and-smart-design-matter-for-faster-ev-charger-deployment-in-los-angeles/,blog,0,11,0.0,0.025,0.3,8.09,5,5.411,ctr,,"CTR fix, rewrite title and meta around proven queries"
214,https://shaffercon.com/service-areas/atwater-village/commercial-electrical-panel-upgrades/,/service-areas/atwater-village/commercial-electrical-panel-upgrades/,service_detail,0,11,0.0,0.025,0.3,9.18,5,5.411,ctr,,"CTR fix, rewrite title and meta around proven queries"
215,https://shaffercon.com/service-areas/echo-park/residential-ev-charger-installation/,/service-areas/echo-park/residential-ev-charger-installation/,service_detail,0,11,0.0,0.025,0.3,7.55,5,5.411,ctr,,"CTR fix, rewrite title and meta around proven queries"
216,https://shaffercon.com/service-areas/santa-monica/commercial-data-network-av-wiring/,/service-areas/santa-monica/commercial-data-network-av-wiring/,service_detail,0,11,0.0,0.025,0.3,5.45,5,5.411,ctr,,"CTR fix, rewrite title and meta around proven queries"
217,https://shaffercon.com/service-areas/sherman-oaks/commercial-backup-generator-installation/,/service-areas/sherman-oaks/commercial-backup-generator-installation/,service_detail,0,11,0.0,0.025,0.3,8.45,5,5.411,ctr,,"CTR fix, rewrite title and meta around proven queries"
218,https://shaffercon.com/service-areas/torrance/commercial-backup-generator-installation/,/service-areas/torrance/commercial-backup-generator-installation/,service_detail,0,11,0.0,0.025,0.3,7.09,5,5.411,ctr,,"CTR fix, rewrite title and meta around proven queries"
219,https://shaffercon.com/service-areas/venice/commercial-energy-efficiency-upgrades/,/service-areas/venice/commercial-energy-efficiency-upgrades/,service_detail,0,11,0.0,0.025,0.3,7.36,5,5.411,ctr,commercial energy load calculations venice,"CTR fix, rewrite title and meta around proven queries"
220,https://shaffercon.com/service-areas/burbank/residential-electrical-safety-inspections/,/service-areas/burbank/residential-electrical-safety-inspections/,service_detail,0,37,0.0,0.012,0.4,11.38,4,5.395,ctr,nfpa 25 inspection burbank,"CTR fix, rewrite title and meta around proven queries"
221,https://shaffercon.com/industry-insights/ev-charging-infrastructure-update-record-u-s-expansion-pennsylvania-nevi-leadership-global-growth-and-innovative-streetlight-solutions/,/industry-insights/ev-charging-infrastructure-update-record-u-s-expansion-pennsylvania-nevi-leadership-global-growth-and-innovative-streetlight-solutions/,blog,0,310,0.0,0.025,7.8,6.39,2,5.372,ctr,,"CTR fix, rewrite title and meta around proven queries"
222,https://shaffercon.com/industry-insights/,/industry-insights/,landing,0,764,0.0,0.012,9.2,10.43,2,5.352,ctr,"""home ev charger"" google trends state interest; tesla solar panel installers milestone sk; the retrofit companies; ""home ev charger"" google trends state; charger construction","CTR fix, rewrite title and meta around proven queries"
223,https://shaffercon.com/industry-insights/ev-charger-installation-guide/,/industry-insights/ev-charger-installation-guide/,blog,0,17,0.0,0.012,0.2,11.65,5,5.346,ctr,,"CTR fix, rewrite title and meta around proven queries"
224,https://shaffercon.com/industry-insights/the-future-of-electric-vehicles-why-investing-in-ev-charger-infrastructure-is-essential/,/industry-insights/the-future-of-electric-vehicles-why-investing-in-ev-charger-infrastructure-is-essential/,blog,0,17,0.0,0.012,0.2,15.94,5,5.346,links,,"Ranking lift, add internal links and local proof"
225,https://shaffercon.com/service-areas/burbank/commercial-data-network-av-wiring/,/service-areas/burbank/commercial-data-network-av-wiring/,service_detail,0,17,0.0,0.012,0.2,19.76,5,5.346,links,"structured cabling burbank; wiring for security cameras burbank; structured cabling burbank, ca","Ranking lift, add internal links and local proof"
226,https://shaffercon.com/service-areas/santa-clarita/commercial-electrical-troubleshooting-repairs/,/service-areas/santa-clarita/commercial-electrical-troubleshooting-repairs/,service_detail,0,17,0.0,0.012,0.2,10.35,5,5.346,ctr,santa clarita commercial electrical contractors; electrical troubleshooting santa clarita ca; electrical troubleshooting santa clarita ca; santa clarita commercial electrical contractors,"CTR fix, rewrite title and meta around proven queries"
227,https://shaffercon.com/industry-insights/us-dc-fast-charging-65000-stalls-byd-overtakes-tesla-2025-rivian-r2-affordable-evs-bolt-leaf/,/industry-insights/us-dc-fast-charging-65000-stalls-byd-overtakes-tesla-2025-rivian-r2-affordable-evs-bolt-leaf/,blog,0,298,0.0,0.025,7.5,7.76,2,5.32,ctr,,"CTR fix, rewrite title and meta around proven queries"
228,https://shaffercon.com/industry-insights/electrical-troubleshooting-basics-homeowners/,/industry-insights/electrical-troubleshooting-basics-homeowners/,blog,0,55,0.0,0.025,1.4,7.44,3,5.317,ctr,,"CTR fix, rewrite title and meta around proven queries"
229,https://shaffercon.com/industry-insights/electric-services-brentwood-ca-experts/,/industry-insights/electric-services-brentwood-ca-experts/,blog,0,35,0.0,0.012,0.4,10.32,4,5.314,ctr,home lighting control brentwood ca; lighting automation brentwood ca; lighting automation brentwood ca,"CTR fix, rewrite title and meta around proven queries"
230,https://shaffercon.com/industry-insights/states-sue-ev-charging-funds-65000-dc-fast-chargers-oslo-model-ws-development-electrify-america-2026-predictions/,/industry-insights/states-sue-ev-charging-funds-65000-dc-fast-chargers-oslo-model-ws-development-electrify-america-2026-predictions/,blog,0,287,0.0,0.025,7.2,8.33,2,5.272,ctr,,"CTR fix, rewrite title and meta around proven queries"
231,https://shaffercon.com/industry-insights/the-future-of-ev-charger-installation-transforming-transportation-in-los-angeles/,/industry-insights/the-future-of-ev-charger-installation-transforming-transportation-in-los-angeles/,blog,0,16,0.0,0.012,0.2,14.0,5,5.239,links,ev charging station construction,"Ranking lift, add internal links and local proof"
232,https://shaffercon.com/service-areas/echo-park/commercial-landscape-outdoor-lighting/,/service-areas/echo-park/commercial-landscape-outdoor-lighting/,service_detail,0,16,0.0,0.012,0.2,12.19,5,5.239,links,altadena commercial landscaping,"Ranking lift, add internal links and local proof"
233,https://shaffercon.com/service-areas/inglewood/commercial-electrical-troubleshooting-repairs/,/service-areas/inglewood/commercial-electrical-troubleshooting-repairs/,service_detail,0,16,0.0,0.012,0.2,13.0,5,5.239,links,electrical troubleshooting inglewood; commercial electrician services altadena,"Ranking lift, add internal links and local proof"
234,https://shaffercon.com/service-areas/pacific-palisades/residential-ev-charger-installation/,/service-areas/pacific-palisades/residential-ev-charger-installation/,service_detail,0,16,0.0,0.012,0.2,10.62,5,5.239,ctr,ev charger repair pacific palisades ca; ev charger requirement new home pacific palisades; ev charger for sale pacific palisades ca; ev charger installation pacific beach ca,"CTR fix, rewrite title and meta around proven queries"
235,https://shaffercon.com/service-areas/venice/commercial-security-motion-lighting/,/service-areas/venice/commercial-security-motion-lighting/,service_detail,0,10,0.0,0.05,0.5,4.8,5,5.233,ctr,,"CTR fix, rewrite title and meta around proven queries"
236,https://shaffercon.com/service-areas/west-hollywood/residential-electrical-panel-upgrades/,/service-areas/west-hollywood/residential-electrical-panel-upgrades/,service_detail,0,10,0.0,0.05,0.5,4.9,5,5.233,ctr,,"CTR fix, rewrite title and meta around proven queries"
237,https://shaffercon.com/industry-insights/how-ready-is-your-property-for-ev-chargers-a-practical-guide-for-los-angeles-homeowners-businesses/,/industry-insights/how-ready-is-your-property-for-ev-chargers-a-practical-guide-for-los-angeles-homeowners-businesses/,blog,0,10,0.0,0.025,0.2,8.3,5,5.22,ctr,,"CTR fix, rewrite title and meta around proven queries"
238,https://shaffercon.com/service-areas/beverly-hills/residential-electrical-safety-inspections/,/service-areas/beverly-hills/residential-electrical-safety-inspections/,service_detail,0,10,0.0,0.025,0.2,6.0,5,5.22,ctr,,"CTR fix, rewrite title and meta around proven queries"
239,https://shaffercon.com/service-areas/echo-park/commercial-breaker-panel-service-maintenance/,/service-areas/echo-park/commercial-breaker-panel-service-maintenance/,service_detail,0,10,0.0,0.025,0.2,6.9,5,5.22,ctr,,"CTR fix, rewrite title and meta around proven queries"
240,https://shaffercon.com/service-areas/pasadena/commercial-complete-electrical-rewiring/,/service-areas/pasadena/commercial-complete-electrical-rewiring/,service_detail,0,10,0.0,0.025,0.2,6.2,5,5.22,ctr,,"CTR fix, rewrite title and meta around proven queries"
241,https://shaffercon.com/service-areas/santa-clarita/commercial-electrical-panel-upgrades/,/service-areas/santa-clarita/commercial-electrical-panel-upgrades/,service_detail,0,10,0.0,0.025,0.2,7.1,5,5.22,ctr,,"CTR fix, rewrite title and meta around proven queries"
242,https://shaffercon.com/service-areas/west-hollywood/residential-ev-charger-installation/,/service-areas/west-hollywood/residential-ev-charger-installation/,service_detail,0,10,0.0,0.025,0.2,7.1,5,5.22,ctr,ev charger installation west hollywood,"CTR fix, rewrite title and meta around proven queries"
243,https://shaffercon.com/service-areas/long-beach/commercial-ev-charger-installation/,/service-areas/long-beach/commercial-ev-charger-installation/,service_detail,1,10,0.1,0.025,0.0,5.8,5,5.207,links,,"Ranking lift, add internal links and local proof"
244,https://shaffercon.com/industry-insights/electrical-safety-inspection-checklist-los-angeles/,/industry-insights/electrical-safety-inspection-checklist-los-angeles/,blog,3,904,0.00331858407079646,0.004,0.6,27.89,5,5.206,content,electrical safety inspection; electrical panel inspection; electrical safety inspection checklist; electrical inspection checklist; electrical panel inspection checklist,"Content lift, expand page and add links from stronger pages"
245,https://shaffercon.com/service-areas/sherman-oaks/,/service-areas/sherman-oaks/,location,0,738,0.0,0.004,3.0,31.21,5,5.168,content,electrician sherman oaks; electrical panel installation newman ca; electrical panel upgrade newman ca; electrical service upgrade newman ca; contractors sherman oaks,"Content lift, expand page and add links from stronger pages"
246,https://shaffercon.com/residential-ev-charger/,/residential-ev-charger/,landing,2,816,0.0024509803921568627,0.004,1.3,26.59,5,5.161,content,ev charger installation los angeles; residential ev level 2 car charger installations in los angeles; ev installation los angeles; santa venetia ev charger installation; home ev charger los angeles ca,"Content lift, expand page and add links from stronger pages"
247,https://shaffercon.com/service-areas/west-hollywood/residential-security-motion-lighting/,/service-areas/west-hollywood/residential-security-motion-lighting/,service_detail,0,18,0.0,0.025,0.5,5.89,4,5.138,ctr,licensed solar security west hollywood; licensed solar security west hollywood,"CTR fix, rewrite title and meta around proven queries"
248,https://shaffercon.com/service-areas/torrance/commercial-data-network-av-wiring/,/service-areas/torrance/commercial-data-network-av-wiring/,service_detail,0,15,0.0,0.012,0.2,16.53,5,5.127,links,wiring for security cameras torrance,"Ranking lift, add internal links and local proof"
249,https://shaffercon.com/service-areas/west-hollywood/,/service-areas/west-hollywood/,location,0,696,0.0,0.004,2.8,24.69,5,5.114,content,residential electrician west hollywood; electrician west hollywood; ev charger installation west hollywood; residential electricians and backup generator installation los angeles 90022; contractors west hollywood,"Content lift, expand page and add links from stronger pages"
250,https://shaffercon.com/industry-insights/evgo-record-growth-electrify-america-road-trip-charging-reliability-improves-california-incentives/,/industry-insights/evgo-record-growth-electrify-america-road-trip-charging-reliability-improves-california-incentives/,blog,0,246,0.0,0.025,6.2,7.25,2,5.08,ctr,,"CTR fix, rewrite title and meta around proven queries"
251,https://shaffercon.com/service-areas/echo-park/,/service-areas/echo-park/,location,0,246,0.0,0.025,6.2,7.76,2,5.08,ctr,electrician echo park; electrician echo park ca; shaffer construction; electrical contractor sunset park; highland park electrician,"CTR fix, rewrite title and meta around proven queries"
252,https://shaffercon.com/service-areas/long-beach/residential-lighting-installation-retrofitting/,/service-areas/long-beach/residential-lighting-installation-retrofitting/,service_detail,0,17,0.0,0.025,0.4,7.41,4,5.042,ctr,,"CTR fix, rewrite title and meta around proven queries"
253,https://shaffercon.com/industry-insights/critical-ev-charging-infrastructure-developments-600kw-ultra-fast-charging-launch-reliability-crisis-exposed-california-surpasses-200000-chargers-federal-heavy-duty-investment-and-municipal-gran/,/industry-insights/critical-ev-charging-infrastructure-developments-600kw-ultra-fast-charging-launch-reliability-crisis-exposed-california-surpasses-200000-chargers-federal-heavy-duty-investment-and-municipal-gran/,blog,0,236,0.0,0.025,5.9,6.46,2,5.03,ctr,,"CTR fix, rewrite title and meta around proven queries"
254,https://shaffercon.com/service-areas/beverly-hills/residential-dedicated-equipment-circuits/,/service-areas/beverly-hills/residential-dedicated-equipment-circuits/,service_detail,0,9,0.0,0.05,0.5,3.56,5,5.022,ctr,,"CTR fix, rewrite title and meta around proven queries"
