issue,url,canonical_path,last_crawled,route_type,business_value,action
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/commercial-whole-building-surge-protection/,/service-areas/venice/commercial-whole-building-surge-protection/,2026-04-09,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-breaker-panel-service-maintenance/,/service-areas/venice/residential-breaker-panel-service-maintenance/,2026-04-18,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-breaker-panel-service-maintenance,/service-areas/venice/residential-breaker-panel-service-maintenance/,2025-12-08,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-ev-charger-installation,/service-areas/venice/residential-ev-charger-installation/,2026-04-02,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-backup-generator-installation/,/service-areas/west-hollywood/commercial-backup-generator-installation/,2026-03-16,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-breaker-panel-service-maintenance/,/service-areas/west-hollywood/commercial-breaker-panel-service-maintenance/,2026-03-18,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-complete-electrical-rewiring/,/service-areas/west-hollywood/commercial-complete-electrical-rewiring/,2026-03-29,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-dedicated-equipment-circuits/,/service-areas/west-hollywood/commercial-dedicated-equipment-circuits/,2026-03-19,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-electrical-panel-upgrades/,/service-areas/west-hollywood/commercial-electrical-panel-upgrades/,2026-03-15,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-electrical-safety-inspections,/service-areas/west-hollywood/commercial-electrical-safety-inspections/,2025-12-09,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-energy-efficiency-upgrades/,/service-areas/west-hollywood/commercial-energy-efficiency-upgrades/,2026-03-21,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-ev-charger-installation/,/service-areas/west-hollywood/commercial-ev-charger-installation/,2026-03-01,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-exhaust-fan-ventilation-wiring/,/service-areas/west-hollywood/commercial-exhaust-fan-ventilation-wiring/,2026-01-22,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-outlet-switch-dimmer-services/,/service-areas/west-hollywood/commercial-outlet-switch-dimmer-services/,2025-12-20,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/commercial-whole-building-surge-protection/,/service-areas/west-hollywood/commercial-whole-building-surge-protection/,2026-03-18,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-breaker-panel-service-maintenance/,/service-areas/west-hollywood/residential-breaker-panel-service-maintenance/,2026-03-16,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-electrical-panel-upgrades/,/service-areas/west-hollywood/residential-electrical-panel-upgrades/,2026-03-19,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-ev-charger-installation/,/service-areas/west-hollywood/residential-ev-charger-installation/,2026-01-30,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-ev-charger-installation,/service-areas/west-hollywood/residential-ev-charger-installation/,2025-12-05,service_detail,5,"Priority, strengthen content and internal links"
Crawled currently not indexed,https://shaffercon.com/commercial-electric-vehicle-chargers,/commercial-electric-vehicle-chargers/,2026-01-16,top_level,5,Review manually
Crawled currently not indexed,https://shaffercon.com/industry-insights/complete-home-led-lighting-upgrade-guide/,/industry-insights/complete-home-led-lighting-upgrade-guide/,2026-03-21,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/industry-insights/electrician-irwindale-ca-skilled-electrical-assistance-for-your-projects/,/industry-insights/electrician-irwindale-ca-skilled-electrical-assistance-for-your-projects/,2026-01-19,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/industry-insights/holiday-lighting-installation-safety-best-practices/,/industry-insights/holiday-lighting-installation-safety-best-practices/,2026-03-11,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/industry-insights/holiday-lighting-installation-safety-best-practices,/industry-insights/holiday-lighting-installation-safety-best-practices/,2025-11-27,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/industry-insights/landscape-lighting-design-installation-los-angeles/,/industry-insights/landscape-lighting-design-installation-los-angeles/,2025-12-20,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/industry-insights/led-landscape-lighting-upgrade/,/industry-insights/led-landscape-lighting-upgrade/,2026-01-21,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/industry-insights/led-retrofit-guide-los-angeles-businesses/,/industry-insights/led-retrofit-guide-los-angeles-businesses/,2026-03-17,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/industry-insights/outdoor-lighting-installation-guide-los-angeles/,/industry-insights/outdoor-lighting-installation-guide-los-angeles/,2026-03-10,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/industry-insights/outdoor-lighting-installation-guide-los-angeles,/industry-insights/outdoor-lighting-installation-guide-los-angeles/,2025-11-27,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/industry-insights/solving-lighting-problems-practical-tips-for-homeowners/,/industry-insights/solving-lighting-problems-practical-tips-for-homeowners/,2026-03-21,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/industry-insights/solving-lighting-problems-practical-tips-for-homeowners,/industry-insights/solving-lighting-problems-practical-tips-for-homeowners/,2025-11-25,blog,4,Consolidate into a stronger commercial page or refresh
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-electrical-code-compliance-corrections/,/service-areas/altadena/residential-electrical-code-compliance-corrections/,2025-12-20,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-electrical-safety-inspections/,/service-areas/altadena/residential-electrical-safety-inspections/,2026-03-17,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-lighting-installation-retrofitting/,/service-areas/altadena/residential-lighting-installation-retrofitting/,2026-04-18,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-lighting-installation-retrofitting,/service-areas/altadena/residential-lighting-installation-retrofitting/,2025-12-11,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-security-motion-lighting/,/service-areas/altadena/residential-security-motion-lighting/,2026-04-03,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-electrical-code-compliance-corrections/,/service-areas/atwater-village/residential-electrical-code-compliance-corrections/,2026-03-27,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-electrical-safety-inspections/,/service-areas/atwater-village/residential-electrical-safety-inspections/,2026-04-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-landscape-outdoor-lighting/,/service-areas/atwater-village/residential-landscape-outdoor-lighting/,2025-12-19,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-security-motion-lighting/,/service-areas/atwater-village/residential-security-motion-lighting/,2026-03-17,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/boyle-heights/residential-electrical-code-compliance-corrections,/service-areas/boyle-heights/residential-electrical-code-compliance-corrections/,2026-02-13,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/boyle-heights/residential-electrical-code-compliance-corrections/,/service-areas/boyle-heights/residential-electrical-code-compliance-corrections/,2026-02-13,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/boyle-heights/residential-lighting-installation-retrofitting,/service-areas/boyle-heights/residential-lighting-installation-retrofitting/,2025-12-24,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/boyle-heights/residential-security-motion-lighting/,/service-areas/boyle-heights/residential-security-motion-lighting/,2026-03-17,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/burbank/residential-electrical-code-compliance-corrections/,/service-areas/burbank/residential-electrical-code-compliance-corrections/,2026-04-11,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/burbank/residential-security-motion-lighting/,/service-areas/burbank/residential-security-motion-lighting/,2026-04-04,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/culver-city/residential-electrical-code-compliance-corrections/,/service-areas/culver-city/residential-electrical-code-compliance-corrections/,2025-12-20,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/culver-city/residential-electrical-safety-inspections/,/service-areas/culver-city/residential-electrical-safety-inspections/,2026-03-18,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/culver-city/residential-landscape-outdoor-lighting/,/service-areas/culver-city/residential-landscape-outdoor-lighting/,2026-04-02,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/culver-city/residential-lighting-installation-retrofitting/,/service-areas/culver-city/residential-lighting-installation-retrofitting/,2025-12-20,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/culver-city/residential-security-motion-lighting/,/service-areas/culver-city/residential-security-motion-lighting/,2026-01-16,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-landscape-outdoor-lighting/,/service-areas/echo-park/residential-landscape-outdoor-lighting/,2026-03-16,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-lighting-installation-retrofitting/,/service-areas/echo-park/residential-lighting-installation-retrofitting/,2026-03-20,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-security-motion-lighting/,/service-areas/echo-park/residential-security-motion-lighting/,2026-04-07,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/glendale/residential-electrical-code-compliance-corrections/,/service-areas/glendale/residential-electrical-code-compliance-corrections/,2026-03-22,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/glendale/residential-electrical-safety-inspections/,/service-areas/glendale/residential-electrical-safety-inspections/,2026-03-16,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/glendale/residential-landscape-outdoor-lighting/,/service-areas/glendale/residential-landscape-outdoor-lighting/,2026-03-17,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/glendale/residential-security-motion-lighting/,/service-areas/glendale/residential-security-motion-lighting/,2026-03-18,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/highland-park/residential-electrical-code-compliance-corrections/,/service-areas/highland-park/residential-electrical-code-compliance-corrections/,2026-03-16,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/highland-park/residential-landscape-outdoor-lighting/,/service-areas/highland-park/residential-landscape-outdoor-lighting/,2026-04-24,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/highland-park/residential-security-motion-lighting,/service-areas/highland-park/residential-security-motion-lighting/,2025-12-10,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood/residential-electrical-code-compliance-corrections/,/service-areas/hollywood/residential-electrical-code-compliance-corrections/,2026-03-20,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood/residential-electrical-safety-inspections,/service-areas/hollywood/residential-electrical-safety-inspections/,2025-12-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood/residential-landscape-outdoor-lighting,/service-areas/hollywood/residential-landscape-outdoor-lighting/,2026-04-08,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood/residential-landscape-outdoor-lighting/,/service-areas/hollywood/residential-landscape-outdoor-lighting/,2026-04-08,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/hollywood/residential-security-motion-lighting/,/service-areas/hollywood/residential-security-motion-lighting/,2026-04-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/inglewood/residential-electrical-safety-inspections/,/service-areas/inglewood/residential-electrical-safety-inspections/,2026-03-18,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/inglewood/residential-landscape-outdoor-lighting/,/service-areas/inglewood/residential-landscape-outdoor-lighting/,2026-03-20,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/inglewood/residential-lighting-installation-retrofitting/,/service-areas/inglewood/residential-lighting-installation-retrofitting/,2026-04-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/inglewood/residential-security-motion-lighting/,/service-areas/inglewood/residential-security-motion-lighting/,2026-04-02,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/inglewood/residential-security-motion-lighting,/service-areas/inglewood/residential-security-motion-lighting/,2025-12-08,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/long-beach/residential-electrical-code-compliance-corrections/,/service-areas/long-beach/residential-electrical-code-compliance-corrections/,2026-02-01,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/long-beach/residential-electrical-safety-inspections/,/service-areas/long-beach/residential-electrical-safety-inspections/,2026-01-27,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/long-beach/residential-lighting-installation-retrofitting/,/service-areas/long-beach/residential-lighting-installation-retrofitting/,2026-04-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/long-beach/residential-security-motion-lighting/,/service-areas/long-beach/residential-security-motion-lighting/,2026-03-21,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/los-feliz/residential-electrical-safety-inspections/,/service-areas/los-feliz/residential-electrical-safety-inspections/,2026-03-21,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/los-feliz/residential-lighting-installation-retrofitting/,/service-areas/los-feliz/residential-lighting-installation-retrofitting/,2026-03-16,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/los-feliz/residential-security-motion-lighting/,/service-areas/los-feliz/residential-security-motion-lighting/,2026-04-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades/residential-electrical-safety-inspections,/service-areas/pacific-palisades/residential-electrical-safety-inspections/,2025-12-10,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades/residential-landscape-outdoor-lighting,/service-areas/pacific-palisades/residential-landscape-outdoor-lighting/,2025-12-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades/residential-landscape-outdoor-lighting/,/service-areas/pacific-palisades/residential-landscape-outdoor-lighting/,2025-12-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades/residential-lighting-installation-retrofitting,/service-areas/pacific-palisades/residential-lighting-installation-retrofitting/,2025-11-26,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades/residential-security-motion-lighting/,/service-areas/pacific-palisades/residential-security-motion-lighting/,2026-04-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/pacific-palisades/residential-security-motion-lighting,/service-areas/pacific-palisades/residential-security-motion-lighting/,2025-12-01,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/pasadena/residential-electrical-code-compliance-corrections/,/service-areas/pasadena/residential-electrical-code-compliance-corrections/,2026-03-04,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/pasadena/residential-electrical-code-compliance-corrections,/service-areas/pasadena/residential-electrical-code-compliance-corrections/,2025-12-10,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/pasadena/residential-security-motion-lighting,/service-areas/pasadena/residential-security-motion-lighting/,2026-04-05,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/pasadena/residential-security-motion-lighting/,/service-areas/pasadena/residential-security-motion-lighting/,2026-04-05,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-clarita/residential-electrical-code-compliance-corrections/,/service-areas/santa-clarita/residential-electrical-code-compliance-corrections/,2026-03-26,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-clarita/residential-electrical-safety-inspections/,/service-areas/santa-clarita/residential-electrical-safety-inspections/,2026-03-21,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-clarita/residential-landscape-outdoor-lighting/,/service-areas/santa-clarita/residential-landscape-outdoor-lighting/,2026-03-21,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-clarita/residential-security-motion-lighting/,/service-areas/santa-clarita/residential-security-motion-lighting/,2026-03-22,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-monica/residential-electrical-code-compliance-corrections/,/service-areas/santa-monica/residential-electrical-code-compliance-corrections/,2026-03-17,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/santa-monica/residential-lighting-installation-retrofitting,/service-areas/santa-monica/residential-lighting-installation-retrofitting/,2025-12-29,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/sherman-oaks/residential-electrical-code-compliance-corrections/,/service-areas/sherman-oaks/residential-electrical-code-compliance-corrections/,2026-03-18,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/sherman-oaks/residential-electrical-safety-inspections/,/service-areas/sherman-oaks/residential-electrical-safety-inspections/,2026-03-21,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/sherman-oaks/residential-landscape-outdoor-lighting,/service-areas/sherman-oaks/residential-landscape-outdoor-lighting/,2025-12-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/sherman-oaks/residential-security-motion-lighting/,/service-areas/sherman-oaks/residential-security-motion-lighting/,2026-04-08,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/silver-lake/residential-electrical-code-compliance-corrections/,/service-areas/silver-lake/residential-electrical-code-compliance-corrections/,2026-03-18,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/silver-lake/residential-landscape-outdoor-lighting/,/service-areas/silver-lake/residential-landscape-outdoor-lighting/,2026-03-17,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/silver-lake/residential-lighting-installation-retrofitting/,/service-areas/silver-lake/residential-lighting-installation-retrofitting/,2026-04-09,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/silver-lake/residential-security-motion-lighting,/service-areas/silver-lake/residential-security-motion-lighting/,2026-04-02,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/silver-lake/residential-security-motion-lighting/,/service-areas/silver-lake/residential-security-motion-lighting/,2026-04-02,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/torrance/residential-electrical-code-compliance-corrections/,/service-areas/torrance/residential-electrical-code-compliance-corrections/,2026-03-17,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/torrance/residential-electrical-safety-inspections,/service-areas/torrance/residential-electrical-safety-inspections/,2025-12-05,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/torrance/residential-lighting-installation-retrofitting,/service-areas/torrance/residential-lighting-installation-retrofitting/,2025-11-28,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-electrical-code-compliance-corrections/,/service-areas/venice/residential-electrical-code-compliance-corrections/,2026-03-21,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-electrical-safety-inspections/,/service-areas/venice/residential-electrical-safety-inspections/,2026-04-18,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-electrical-safety-inspections,/service-areas/venice/residential-electrical-safety-inspections/,2025-12-04,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-landscape-outdoor-lighting,/service-areas/venice/residential-landscape-outdoor-lighting/,2026-03-15,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-landscape-outdoor-lighting/,/service-areas/venice/residential-landscape-outdoor-lighting/,2026-03-15,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/venice/residential-security-motion-lighting/,/service-areas/venice/residential-security-motion-lighting/,2026-03-16,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-electrical-code-compliance-corrections/,/service-areas/west-hollywood/residential-electrical-code-compliance-corrections/,2026-03-21,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-electrical-safety-inspections/,/service-areas/west-hollywood/residential-electrical-safety-inspections/,2026-03-16,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-lighting-installation-retrofitting/,/service-areas/west-hollywood/residential-lighting-installation-retrofitting/,2026-03-21,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/service-areas/west-hollywood/residential-security-motion-lighting/,/service-areas/west-hollywood/residential-security-motion-lighting/,2026-03-18,service_detail,4,Improve after top money pages
Crawled currently not indexed,https://shaffercon.com/led-retrofit-services,/led-retrofit-services/,2026-02-21,top_level,4,Review manually
Crawled currently not indexed,https://shaffercon.com/industry-insights/afci-installation-electrical-safety/,/industry-insights/afci-installation-electrical-safety/,2026-01-21,blog,3,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/afci-installation-electrical-safety,/industry-insights/afci-installation-electrical-safety/,2025-11-26,blog,3,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/bathroom-electrical-safety-gfci-requirements/,/industry-insights/bathroom-electrical-safety-gfci-requirements/,2026-04-13,blog,3,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/electrical-troubleshooting-basics-homeowners/,/industry-insights/electrical-troubleshooting-basics-homeowners/,2026-03-25,blog,3,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/generator-installations-power-security-for-your-home-or-business/,/industry-insights/generator-installations-power-security-for-your-home-or-business/,2026-04-02,blog,3,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/gfci-safety-installation-guide,/industry-insights/gfci-safety-installation-guide/,2025-11-26,blog,3,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/industry-insights/whole-house-generator-installation-guide-los-angeles/,/industry-insights/whole-house-generator-installation-guide-los-angeles/,2025-12-20,blog,3,Deprioritize or use only as support content
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-backup-generator-installation/,/service-areas/altadena/residential-backup-generator-installation/,2026-03-19,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-dedicated-equipment-circuits/,/service-areas/altadena/residential-dedicated-equipment-circuits/,2026-04-09,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/altadena/residential-electrical-troubleshooting-repairs/,/service-areas/altadena/residential-electrical-troubleshooting-repairs/,2026-03-21,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-backup-generator-installation/,/service-areas/atwater-village/residential-backup-generator-installation/,2026-04-02,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-dedicated-equipment-circuits/,/service-areas/atwater-village/residential-dedicated-equipment-circuits/,2026-04-09,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-electrical-troubleshooting-repairs/,/service-areas/atwater-village/residential-electrical-troubleshooting-repairs/,2026-02-14,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/atwater-village/residential-electrical-troubleshooting-repairs,/service-areas/atwater-village/residential-electrical-troubleshooting-repairs/,2025-11-26,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/boyle-heights/residential-dedicated-equipment-circuits/,/service-areas/boyle-heights/residential-dedicated-equipment-circuits/,2026-04-09,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/burbank/residential-backup-generator-installation,/service-areas/burbank/residential-backup-generator-installation/,2026-03-17,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/burbank/residential-backup-generator-installation/,/service-areas/burbank/residential-backup-generator-installation/,2026-03-17,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/burbank/residential-dedicated-equipment-circuits,/service-areas/burbank/residential-dedicated-equipment-circuits/,2026-03-31,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/burbank/residential-dedicated-equipment-circuits/,/service-areas/burbank/residential-dedicated-equipment-circuits/,2026-03-31,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/culver-city/residential-dedicated-equipment-circuits/,/service-areas/culver-city/residential-dedicated-equipment-circuits/,2026-03-18,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-backup-generator-installation,/service-areas/echo-park/residential-backup-generator-installation/,2026-04-22,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-backup-generator-installation/,/service-areas/echo-park/residential-backup-generator-installation/,2026-04-22,service_detail,3,Deprioritize in sitemap and internal grids
Crawled currently not indexed,https://shaffercon.com/service-areas/echo-park/residential-dedicated-equipment-circuits,/service-areas/echo-park/residential-dedicated-equipment-circuits/,2025-12-10,service_detail,3,Deprioritize in sitemap and internal grids
